id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
28140,0.003374,tcp,ftp-data,FIN,14,8,8928,424,6224.066243,31,29,19658566.0,879668.0,4,1,0.259538,0.391714,15.830864,0.687211,255,1095846176,1106828926,255,0.000578,0.000458,0.00012,638,53,0,0,3,0,6,1,1,5,0,0,0,8,3,0,Normal,0
82998,59.309559,ospf,-,REQ,42,0,4536,0,0.691288,254,0,597.27301,0.0,0,0,1447.081,0.0,1588.396375,0.0,0,0,0,0,0.0,0.0,0.0,108,0,0,0,1,6,1,1,1,1,0,0,0,1,1,0,Exploits,1
40347,0.021884,tcp,smtp,FIN,52,42,37232,3380,4249.680145,31,29,13348931.0,1206360.875,18,8,0.422392,0.516463,22.955483,0.922567,255,2145474892,4291975390,255,0.000848,0.000705,0.000143,716,80,0,0,1,0,1,1,1,2,0,0,0,1,2,0,Normal,0
112887,2.067676,tcp,-,FIN,10,8,740,354,8.221791,254,252,2576.805908,1199.414185,2,1,229.741778,282.602156,13598.86863,415.823,255,3188857345,3100465619,255,0.284281,0.089404,0.194877,74,44,0,0,3,1,1,1,1,1,0,0,0,1,1,0,DoS,1
14280,0.014294,tcp,-,FIN,36,36,2334,13500,4967.118952,31,29,1270463.125,7345739.5,7,11,0.422061,0.394114,26.912153,24.386957,255,397396618,397670767,255,0.000601,0.000491,0.00011,65,375,0,0,13,0,2,1,1,2,0,0,0,2,8,0,Normal,0
93852,0.193439,tcp,http,FIN,10,6,948,268,77.543822,254,252,35318.625,9263.902344,2,1,21.493222,33.403801,1103.74429,61.939426,255,3472938020,1191343925,255,0.046471,0.008187,0.038284,95,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance,1
2194,0.016966,tcp,-,FIN,40,42,2558,23162,4774.254335,31,29,1176470.625,10661794.0,7,14,0.438237,0.401756,0.0,25.186772,255,2275068570,2290912986,255,0.000615,0.000492,0.000123,64,551,0,0,3,0,3,1,1,1,0,0,0,2,3,0,Normal,0
17636,1e-06,udp,dns,INT,2,0,114,0,1000000.003,254,0,456000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,39,2,18,18,18,39,0,0,0,18,39,0,Generic,1
19109,0.001044,udp,dns,CON,2,2,146,178,2873.563127,31,29,559386.9375,681992.3125,0,0,0.009,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,3,1,1,2,0,0,0,3,4,0,Normal,0
36295,0.032724,tcp,ftp,FIN,52,54,2934,3742,3208.654148,31,29,703581.4375,897934.25,11,15,0.660959,0.600491,62.086585,1.6831,255,3801940707,1657519163,255,0.00104,0.000896,0.000144,56,69,0,0,1,0,6,1,1,5,1,1,0,11,1,0,Normal,0
115737,1.004013,tcp,-,FIN,30,10,32206,440,38.844121,254,252,248068.5156,3155.337891,12,1,31.091862,103.539109,3119.086322,165.633094,255,3961033136,3844881328,255,0.146753,0.072152,0.074601,1074,44,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Fuzzers,1
6873,9e-06,il,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,1,1,1,4,0,0,0,1,4,0,Analysis,1
26603,1.006106,tcp,http,FIN,12,18,1580,10168,28.824,31,29,11521.64844,76365.71094,3,5,91.430003,59.152943,9530.682361,7675.17811,255,3440370022,3441381528,255,0.000615,0.000503,0.000112,132,565,1,3924,1,0,1,1,1,1,0,0,1,2,3,0,Normal,0
46887,2.806993,tcp,http,FIN,12,6,1142,268,6.056303,254,252,2983.976074,638.405579,3,1,253.479267,555.701187,20971.00842,1061.551,255,3111073738,1230293377,255,0.059029,0.028476,0.030553,95,45,0,0,3,1,1,2,1,1,0,0,0,2,2,0,Exploits,1
28477,3.377636,tcp,http,FIN,312,746,16706,1087890,312.940771,31,29,39442.97266,2573236.5,2,370,10.8946,4.533079,666.50088,412.223569,255,822728574,823782510,255,0.000613,0.000488,0.000125,54,1458,1,524288,1,0,4,1,1,1,0,0,1,2,2,0,Normal,0
141043,0.618948,tcp,http,FIN,10,16,844,12602,40.391116,62,252,9823.119141,152710.7344,2,6,68.648444,36.856666,3280.214316,3043.958368,255,3249195513,3472069744,255,0.132275,0.06609,0.066185,84,788,1,5721,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
52032,1.423972,tcp,ftp,FIN,64,20,68216,1026,58.287663,254,252,377260.2188,5477.635742,29,4,22.602731,71.457945,2231.315039,100.705313,255,3474406556,1274885800,255,0.114859,0.055025,0.059834,1066,51,0,0,2,1,1,1,1,1,0,0,0,1,2,0,Fuzzers,1
155249,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,32,2,19,19,8,32,0,0,0,19,32,0,Generic,1
95093,0.74238,tcp,-,FIN,10,8,588,354,22.899323,254,252,5711.360352,3340.607178,2,1,82.382222,89.307859,4590.251812,162.512531,255,3170125283,2311423092,255,0.193909,0.11722,0.076689,59,44,0,0,4,1,1,1,1,3,0,0,0,1,3,0,Fuzzers,1
32232,0.04791,tcp,-,FIN,72,74,4238,63516,3026.507965,31,29,697975.375,10462617.0,7,30,0.670282,0.649164,43.009876,42.861883,255,2200052997,50723501,255,0.000641,0.000519,0.000122,59,858,0,0,2,0,2,1,1,1,0,0,0,2,5,0,Normal,0
37486,0.001113,udp,dns,CON,2,2,146,178,2695.417846,31,29,524708.0,639712.5,0,0,0.01,0.001,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,0,5,1,1,1,0,0,0,6,3,0,Normal,0
10505,0.496294,tcp,http,FIN,10,6,1058,268,30.224021,254,252,15361.86231,3610.762939,2,1,54.242,92.540203,3700.694403,173.497031,255,2843246734,1755982164,255,0.085633,0.033585,0.052048,106,45,1,0,2,1,1,2,1,1,0,0,1,2,1,0,Exploits,1
19325,0.010279,tcp,ssh,FIN,32,26,3728,5578,5545.286611,31,29,2811168.5,4174725.25,7,7,0.331581,0.35808,21.861461,0.462243,255,1985796911,1986400965,255,0.001338,0.001183,0.000155,117,215,0,0,1,0,1,1,1,3,0,0,0,2,1,0,Normal,0
119493,2.562514,tcp,ftp,FIN,26,22,1370,1640,18.341363,62,252,4114.708984,4888.94873,7,9,102.500563,120.145473,6295.312552,8061.945768,255,1122481765,4256113042,255,0.066248,0.017025,0.049223,53,75,0,0,1,1,2,1,1,2,1,1,0,2,1,0,Exploits,1
76987,3.7e-05,udp,-,INT,2,0,2952,0,27027.02585,254,0,319135136.0,0.0,0,0,0.037,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1476,0,0,0,6,2,4,3,1,6,0,0,0,3,7,0,Normal,0
68205,6e-06,unas,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,3,3,6,0,0,0,3,6,0,Reconnaissance,1
84610,1.06969,tcp,smtp,FIN,90,30,94277,2282,111.247185,62,252,697248.75,16498.23828,42,8,12.018989,36.552965,1024.586711,43.624836,255,1169660737,198527605,255,0.06336,0.008819,0.054541,1048,76,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Exploits,1
10628,0.040031,tcp,-,FIN,48,50,2974,30506,2423.122022,31,29,582148.8125,5974569.5,7,18,0.879889,0.805735,0.0,60.515926,255,3177462463,3177766150,255,0.000667,0.000548,0.000119,62,610,0,0,6,0,6,1,1,3,0,0,0,3,4,0,Normal,0
129919,1.280038,tcp,-,FIN,10,8,564,354,13.280856,254,252,3174.905762,1937.442505,2,1,137.220889,171.942281,9143.147399,239.796859,255,587945717,3713005145,255,0.173031,0.076439,0.096592,56,44,0,0,9,1,2,1,1,5,0,0,0,6,5,0,Reconnaissance,1
124858,0.856419,tcp,-,FIN,12,10,1066,832,24.520707,254,252,9135.714844,6996.575195,3,2,77.763909,88.458891,4901.804322,128.916266,255,3352211593,3804755053,255,0.121167,0.060286,0.060881,89,83,0,0,3,1,1,1,1,3,0,0,0,1,3,0,Fuzzers,1
64634,1.097045,tcp,-,FIN,10,6,1506,268,13.673095,254,252,9888.382812,1633.479126,2,1,109.218667,201.423203,6063.084178,289.7825,255,2073140811,1723403321,255,0.17491,0.089927,0.084983,151,45,0,0,4,1,1,1,1,3,0,0,0,3,4,0,Fuzzers,1
33597,0.506878,tcp,smtp,FIN,52,42,37492,3380,183.476096,31,29,580352.625,52083.53516,18,8,9.932236,12.350927,794.841609,25.786189,255,1898742517,1899702963,255,0.000747,0.000486,0.000261,721,80,0,0,2,0,4,1,1,2,0,0,0,1,2,0,Normal,0
41605,0.931942,tcp,-,FIN,10,8,534,354,18.241479,254,252,4129.012207,2661.109863,2,1,103.407889,121.723,5572.12383,219.806469,255,3257128771,588973707,255,0.113549,0.079876,0.033673,53,44,0,0,2,1,1,1,1,2,0,0,0,2,2,0,Normal,0
22438,0.001034,udp,dns,CON,2,2,146,178,2901.354085,31,29,564796.9375,688588.0625,0,0,0.008,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,5,0,4,1,1,2,0,0,0,2,2,0,Normal,0
134650,0.248739,tcp,http,FIN,10,8,830,1460,68.34473,62,252,24025.18359,41103.32422,2,2,27.637667,29.674715,1404.944407,55.968707,255,1226901715,2841898249,255,0.074623,0.019989,0.054634,83,183,1,312,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
16787,1.106992,tcp,http,FIN,14,18,1684,10168,28.003816,31,29,11302.70117,69406.10156,3,5,85.128,65.089235,8811.635589,7714.986166,255,4197177508,2048555417,255,0.000588,0.000472,0.000116,120,565,1,3924,1,0,4,1,1,1,0,0,1,3,2,0,Normal,0
142967,1e-06,udp,dns,INT,2,0,114,0,1000000.003,254,0,456000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,34,2,22,22,9,34,0,0,0,22,34,0,Generic,1
115936,0.77324,tcp,-,FIN,12,8,1038,706,24.571932,254,252,9849.464844,6393.875488,3,2,67.023638,96.12843,3334.259844,115.311578,255,2641729060,3459676463,255,0.171702,0.100337,0.071365,87,88,0,0,5,1,1,1,1,3,0,0,0,1,4,0,Fuzzers,1
89977,0.723564,tcp,smtp,FIN,22,20,6070,1666,56.663956,62,252,64071.73047,17502.25195,8,8,34.455427,37.488156,1773.298449,47.246285,255,3556351469,26378801,255,0.052384,0.006766,0.045618,276,83,0,0,1,1,1,1,1,1,0,0,0,1,2,0,Exploits,1
72025,1.036071,tcp,-,FIN,30,16,26488,850,43.433319,254,252,197716.1875,6154.018555,12,4,35.726586,63.902734,3196.150709,98.660531,255,2071423900,1414998453,255,0.12938,0.076916,0.052464,883,53,0,0,4,1,1,1,1,4,0,0,0,1,4,0,Normal,0
14334,0.001056,udp,dns,CON,2,2,132,164,2840.909069,31,29,500000.0,621212.125,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,1,0,6,1,1,5,0,0,0,8,1,0,Normal,0
73763,1e-06,unas,-,INT,2,0,200,0,1000000.003,254,0,800000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,3,2,2,4,0,0,0,3,4,0,Analysis,1
74240,1.724727,tcp,http,FIN,10,8,820,1086,9.856632,62,252,3423.150391,4411.132812,2,2,191.621778,235.265281,13924.23831,523.9475,255,1103766408,2353399429,255,0.143365,0.077861,0.065504,82,136,1,142,1,1,1,1,1,1,0,0,9,1,1,0,Normal,0
24107,0.51821,tcp,-,FIN,10,6,2530,268,28.945795,254,252,35151.77344,3458.057617,2,1,55.682111,81.071797,2936.777207,128.248,255,1490699944,1080766733,255,0.165436,0.112841,0.052595,253,45,0,0,8,1,2,2,1,8,0,0,0,2,8,0,Normal,0
64232,0.442921,tcp,-,FIN,12,8,3578,354,42.897039,254,252,59243.07031,5599.192383,3,1,38.222089,56.607145,2812.781506,94.98668,255,2676117698,2453298399,255,0.099802,0.046661,0.053141,298,44,0,0,4,1,2,2,1,2,0,0,0,2,2,0,Exploits,1
62066,0.678463,tcp,-,FIN,10,8,564,354,25.056636,254,252,5990.009766,3655.321045,2,1,75.384778,93.43857,5485.885842,135.328297,255,1002527561,3446917380,255,0.035924,0.023096,0.012828,56,44,0,0,2,1,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1
77973,4e-06,udp,-,INT,2,0,78,0,250000.0006,254,0,78000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,8,2,2,2,1,8,0,0,0,3,7,0,Normal,0
11343,1e-06,udp,-,INT,2,0,202,0,1000000.003,254,0,808000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,101,0,0,0,1,2,2,1,1,1,0,0,0,1,1,0,Shellcode,1
143063,1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,38,2,3,3,2,38,0,0,0,3,38,0,Generic,1
69238,8e-06,udp,-,INT,2,0,168,0,125000.0003,254,0,84000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,2,0,0,0,1,1,0,Reconnaissance,1
39215,0.020426,tcp,ftp-data,FIN,6,8,320,1838,636.443763,31,29,104572.6094,630177.25,1,2,4.0158,2.850714,275.406868,6.652039,255,509992811,514753327,255,0.000599,0.000465,0.000134,53,230,0,0,3,0,4,1,1,5,0,0,0,3,4,0,Normal,0
163402,1.036672,tcp,-,FIN,26,70,1344,72800,91.6394,62,252,9978.083984,553772.0625,6,33,41.466881,14.14571,2103.062781,1189.417797,255,3279432344,2278355775,255,0.064684,0.050783,0.013901,52,1040,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
153443,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,5,5,5,18,0,0,0,5,18,0,Generic,1
28154,0.020832,tcp,-,FIN,48,50,2958,33044,4656.297936,31,29,1112519.125,12436252.0,7,18,0.436426,0.43283,25.992496,25.410896,255,1842335960,1866647120,255,0.000605,0.000487,0.000118,62,661,0,0,7,0,3,1,1,3,0,0,0,6,2,0,Normal,0
147781,0.755257,tcp,http,FIN,10,8,1078,354,22.508894,254,252,10285.24023,3283.650391,2,1,79.864889,101.386711,5228.746003,145.566656,255,1947718034,1251108460,255,0.116089,0.045549,0.07054,108,44,1,0,1,1,1,1,1,1,0,0,1,2,1,0,Exploits,1
73422,0.269074,tcp,http,FIN,10,10,878,5644,70.612547,62,252,23517.69531,151036.5156,2,3,29.897111,28.308889,1447.395396,1888.562543,255,2628419509,3283918470,255,0.063636,0.013644,0.049992,88,564,1,2354,2,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
41427,1.1e-05,udp,-,INT,2,0,542,0,90909.0902,254,0,197090912.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,271,0,0,0,3,2,1,1,1,3,0,0,0,2,3,0,Normal,0
48232,8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,1,1,1,3,0,0,0,1,3,0,Backdoor,1
21933,1.020192,tcp,http,FIN,14,18,1684,10168,30.386436,31,29,12264.35742,75311.3125,3,5,78.446,59.982824,8766.607062,7692.954894,255,2744230697,2749376292,255,0.000594,0.000482,0.000112,120,565,1,3924,3,0,1,1,1,1,0,0,1,2,1,0,Normal,0
41481,0.687862,tcp,-,FIN,10,6,588,268,21.8067,254,252,6164.027344,2605.173828,2,1,76.429111,121.535,3872.149845,201.342781,255,658775365,3031508694,255,0.13381,0.079461,0.054349,59,45,0,0,2,1,1,1,1,2,0,0,0,2,6,0,Normal,0
13417,0.003558,tcp,-,FIN,20,16,1366,1832,9836.986839,31,29,2918493.5,3862844.25,5,4,0.187263,0.195733,10.123396,0.293168,255,4013869058,1864548525,255,0.000605,0.000489,0.000116,68,115,0,0,8,0,2,1,1,1,0,0,0,3,4,0,Normal,0
112942,1.37464,tcp,http,FIN,10,10,990,992,13.821801,254,252,5185.35791,5196.99707,2,2,152.737778,140.934672,8485.852899,294.566062,255,1971788583,1271319836,255,0.206962,0.079868,0.127094,99,99,1,11,2,1,1,2,1,1,0,0,1,2,1,0,DoS,1
20860,0.028724,tcp,smtp,FIN,52,42,37210,3380,3237.710641,31,29,10164323.0,919092.0625,18,8,0.591354,0.688219,36.067025,1.199622,255,2206416856,62079486,255,0.000629,0.000503,0.000126,716,80,0,0,2,0,5,1,1,2,0,0,0,5,2,0,Normal,0
82,9e-06,udp,-,INT,2,0,256,0,111111.1072,254,0,113777776.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,128,0,0,0,43,2,10,10,1,40,0,0,0,10,39,0,Normal,0
40054,1.004802,tcp,http,FIN,12,18,1580,10168,28.861408,31,29,11536.60156,76464.82031,3,4,91.313908,59.072824,9528.556664,7676.162619,255,579470826,2730086317,255,0.000722,0.00056,0.000162,132,565,1,0,1,0,3,1,1,2,0,0,1,2,2,0,Normal,0
32693,0.223314,tcp,ftp-data,FIN,14,6,8928,320,85.081991,31,29,297016.75,9565.006836,4,1,17.178,44.531,1584.378813,67.886242,255,3793412768,60913393,255,0.000663,0.000537,0.000126,638,53,0,0,3,0,6,1,1,5,0,0,0,4,6,0,Normal,0
7134,0.035176,tcp,-,FIN,68,70,4014,59460,3894.700768,31,29,899476.875,13329770.0,7,28,0.535646,0.509559,27.956033,26.757388,255,1983119365,1997260088,255,0.000642,0.000523,0.000119,59,849,0,0,8,0,2,1,1,3,0,0,0,3,8,0,Normal,0
10571,0.800069,tcp,http,FIN,10,10,832,1574,23.747952,62,252,7489.354492,14168.77832,2,2,88.896556,79.052,5751.578623,141.749313,255,1189996473,2669930814,255,0.150017,0.068998,0.081019,83,157,1,327,2,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
20265,0.020873,tcp,-,FIN,48,50,2958,32642,4647.151635,31,29,1110333.875,12260815.0,7,18,0.437277,0.415612,25.411573,24.148883,255,2371317117,2391404618,255,0.000635,0.000505,0.00013,62,653,0,0,7,0,4,1,1,4,0,0,0,5,6,0,Normal,0
37743,0.048879,tcp,-,FIN,60,62,3598,48710,2475.500661,31,29,579226.25,7843859.0,7,24,0.822983,0.792279,55.585785,55.446776,255,3796773692,1651650303,255,0.000679,0.000544,0.000135,60,786,0,0,4,0,4,1,1,2,0,0,0,7,5,0,Normal,0
58881,1.73837,tcp,-,FIN,42,21,31227,1649,35.665596,62,252,140287.75,7229.76123,18,7,42.396465,84.030953,2998.209923,91.841633,255,1164240495,1525330251,255,0.10437,0.057741,0.046629,744,79,0,0,1,1,1,1,1,1,0,0,0,1,3,0,Exploits,1
12673,1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,32,2,26,25,25,32,0,0,0,25,32,0,Generic,1
55296,0.635287,tcp,-,FIN,10,8,564,354,26.75956,254,252,6397.108887,3903.747559,2,1,70.09,88.917859,5459.119015,135.270312,255,4156623979,2097250238,255,0.025649,0.012853,0.012796,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
14926,0.102144,tcp,-,FIN,20,20,3848,2560,381.813899,31,29,286340.8438,190476.1875,7,7,5.357895,5.348053,566.564535,16.947205,255,3717424316,3720555966,255,0.000667,0.000528,0.000139,192,128,0,0,5,0,3,1,1,3,0,0,0,6,3,0,Normal,0
77784,1.431212,tcp,-,FIN,8,8,364,442,10.480628,254,252,1783.104126,2163.20166,1,2,204.458853,189.783281,13326.00392,387.30625,255,2041424639,850085949,255,0.243274,0.069259,0.174015,46,55,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Backdoor,1
102051,4e-06,udp,-,INT,2,0,1064,0,250000.0006,254,0,1064000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,3,2,2,2,1,3,0,0,0,2,3,0,Fuzzers,1
30482,0.03231,tcp,-,FIN,52,54,3182,39076,3249.767718,31,29,772763.8125,9496255.0,7,20,0.651592,0.622686,39.979464,37.11286,255,1565961274,1566260991,255,0.00066,0.000546,0.000114,61,724,0,0,13,0,1,1,1,1,0,0,0,3,8,0,Normal,0
135195,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,40,2,20,20,11,40,0,0,0,20,40,0,Generic,1
33809,0.001062,udp,dns,CON,2,2,146,178,2824.858614,31,29,549905.8125,670433.125,0,0,0.01,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,5,2,1,1,0,0,0,3,3,0,Normal,0
36283,0.04984,tcp,-,FIN,122,126,7810,15494,4955.858795,31,29,1243338.75,2467415.75,30,32,0.430243,0.397806,29.413881,0.740664,255,121977780,2272633707,255,0.000606,0.000483,0.000123,64,123,0,0,5,0,4,1,1,2,0,0,0,3,3,0,Normal,0
23419,0.007055,tcp,-,FIN,18,18,3880,2456,4961.020598,31,29,4155917.75,2630758.25,7,7,0.395,0.383,20.163501,0.493549,255,578190306,2726884439,255,0.000675,0.00054,0.000135,216,136,0,0,8,0,6,1,1,3,0,0,0,4,21,0,Normal,0
115677,0.941995,tcp,pop3,FIN,24,58,1130,53600,85.987715,62,252,9197.500977,447356.9375,7,27,40.956305,16.37993,1931.756505,1210.091359,255,1363565998,1778770732,255,0.051806,0.007188,0.044618,47,924,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
164018,3e-06,udp,-,INT,2,0,208,0,333333.3215,254,0,277333312.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,5,2,3,3,1,5,0,0,0,3,5,0,Fuzzers,1
56934,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,2,6,6,4,6,0,0,0,6,16,0,Generic,1
25565,0.027777,tcp,ftp,FIN,52,54,2934,3740,3780.105925,31,29,828887.25,1057277.625,11,15,0.537726,0.514302,43.315673,1.131057,255,1569559748,3720180496,255,0.00064,0.000515,0.000125,56,69,0,0,2,0,5,1,1,3,1,1,0,5,1,0,Normal,0
62332,0.568642,tcp,http,FIN,10,10,834,1430,33.412937,62,252,10565.52246,18106.29492,2,2,63.182444,57.205109,4048.431259,93.832555,255,3150415447,52898555,255,0.106113,0.053044,0.053069,83,143,1,249,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
81222,2.364596,tcp,-,FIN,18,20,994,6096,15.647494,62,252,3176.864258,19595.73828,6,8,139.093882,118.182104,7609.199574,6657.338503,255,3858959293,3983711605,255,0.16661,0.11846,0.04815,55,305,0,0,1,1,3,1,1,1,0,0,0,1,6,0,Exploits,1
34910,1.005853,tcp,http,FIN,12,18,1580,10168,28.831249,31,29,11524.5459,76384.91406,3,5,91.406635,59.13659,9530.095601,7675.964861,255,2013522607,4164162832,255,0.000662,0.000527,0.000135,132,565,1,3924,3,0,3,1,1,1,0,0,1,4,1,0,Normal,0
87387,2.666756,tcp,ftp,FIN,14,12,1716,682,9.374686,254,252,4781.839844,1877.937134,4,4,200.811995,235.541812,15128.08494,445.951469,255,4198362143,1701046627,255,0.16326,0.07579,0.08747,123,57,0,0,1,1,1,1,1,2,0,0,0,1,1,0,Fuzzers,1
42519,0.422813,tcp,-,FIN,10,8,566,354,40.2069,254,252,9649.65625,5865.477051,2,1,46.209111,51.964715,3195.043217,105.749344,255,655508211,4015761013,255,0.109374,0.059051,0.050323,57,44,0,0,9,1,4,3,1,9,0,0,0,3,11,0,Normal,0
43297,0.943572,tcp,-,FIN,30,16,26242,850,47.691115,254,252,215080.5625,6757.30127,12,4,32.536966,58.053734,2762.214016,103.195742,255,787459494,226465030,255,0.085613,0.049322,0.036291,875,53,0,0,5,1,1,1,1,5,0,0,0,1,5,0,Normal,0
41171,0.96654,tcp,-,FIN,10,10,608,646,19.657749,254,252,4535.76709,4817.183105,2,3,107.393333,97.462891,5522.240332,138.558781,255,1945737189,1417879214,255,0.172452,0.088384,0.084068,61,65,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Normal,0
64371,1.82299,tcp,-,FIN,36,142,1650,164071,97.09324,62,252,7043.374023,714939.75,7,69,52.08543,12.313163,2518.368244,1227.33599,255,4228464604,2406009233,255,0.13135,0.058215,0.073135,46,1155,0,0,2,1,1,1,1,1,0,0,0,5,1,0,Exploits,1
132002,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,24,2,24,24,12,24,0,0,0,25,24,0,Generic,1
117070,11.330679,tcp,smtp,FIN,566,110,740774,5800,59.572776,62,252,522098.2813,4058.362305,279,8,20.12554,103.080797,2281.363579,142.830875,255,334679062,783453280,255,0.147966,0.074065,0.073901,1309,53,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Exploits,1
54239,0.629427,tcp,-,FIN,10,8,564,354,27.008691,254,252,6456.666016,3940.091553,2,1,69.433,88.92657,5446.548857,138.478813,255,556002337,4247324203,255,0.05303,0.006938,0.046092,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
33142,0.004479,tcp,-,FIN,22,14,1470,1728,7814.244462,31,29,2507702.75,2866711.5,5,4,0.213286,0.289154,13.102527,0.388403,255,4117804804,4118106203,255,0.00071,0.000574,0.000136,67,123,0,0,10,0,2,1,1,1,0,0,0,1,9,0,Normal,0
6573,0.001046,udp,dns,CON,2,2,146,178,2868.068701,31,29,558317.375,680688.3125,0,0,0.008,0.002,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,8,1,1,1,0,0,0,2,3,0,Normal,0
25836,0.352892,tcp,smtp,FIN,54,44,37938,3484,274.871623,31,29,844133.5625,77190.75,19,8,6.912725,8.194349,660.190216,21.538639,255,3859976604,3865197650,255,0.000667,0.000528,0.000139,703,79,0,0,1,0,6,1,1,4,0,0,0,2,1,0,Normal,0
54850,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,11,2,4,4,4,4,0,0,0,5,11,0,Generic,1
